Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
MAYS,2,0,-760.42,1,194.02,0,-976.4,1,850.39,0.0,-97.7,0.0,-191.05
MBCN,1,2,196.17,0,-376.84,2,196.17,0,-376.84,0.0,-119.71,0.0,-91.0
MBCN,2,0,-153.58,0,-12.5,0,-153.58,0,-12.5,1.0,378.4,1.0,1079.19
MBII,1,0,-198.99,2,60.69,0,-205.0,2,128.55,0.0,-66.67,0.0,-26.04
MBII,2,0,-33.79,0,-49.28,0,-40.67,0,-42.78,0.0,-60.0,0.0,-411.22
MBIN,1,0,-79.74,2,365.83,0,-79.74,2,365.83,0.0,-53.88,2.0,257.33
MBIN,2,0,-9.45,1,9.38,0,-9.45,1,9.38,1.0,484.75,0.0,-116.72
MBUU,1,0,-86.23,0,-124.65,0,-84.58,0,-111.99,0.0,-100.0,0.0,-104.82
MBUU,2,1,258.85,0,-40.36,1,250.44,0,-50.67,1.0,438.3,1.0,1045.55
MBWM,1,0,-38.45,0,-73.78,0,-38.45,0,-73.78,2.0,231.32,0.0,-42.79
MBWM,2,1,378.3,0,-9.51,1,378.3,0,-9.51,0.0,-14.33,1.0,1183.66
MCBC,1,2,579.23,0,-115.15,2,579.23,0,-115.15,2.0,623.3,0.0,-131.11
MCBC,2,1,5.78,1,7.94,1,5.78,1,7.94,0.0,-128.82,0.0,-67.18
MCBS,1,0,-66.45,0,-264.06,0,-66.45,0,-264.06,2.0,195.01,,
MCBS,2,1,175.44,0,-59.48,1,175.44,0,-59.48,0.0,-121.11,,
MCEP,1,2,23219.04,0,-264.08,2,240.81,0,-120.53,0.0,-97.36,0.0,-205.07
MCEP,2,0,-204.71,1,18.42,0,-183.13,1,199.56,0.0,-3404.68,0.0,-67.0
MCFT,1,0,-95.53,0,-229.94,0,-86.04,0,-155.14,0.0,-93.32,0.0,-359.18
MCFT,2,1,481.82,0,-42.25,1,305.36,0,-11.77,1.0,576.45,0.0,-145.37
MCHP,1,2,290.83,0,-104.61,2,16350.0,0,-104.1,0.0,-18.51,2.0,50.66
MCHP,2,1,162.5,1,47.57,0,-98.41,1,104.52,0.0,-318.75,0.0,-16.0
MCHX,1,0,-773.95,0,-219.73,0,-2183.6,0,-311.27,0.0,-62.11,0.0,-38.11
MCHX,2,1,52.02,1,478.97,0,-41.59,1,538.89,0.0,-98.32,0.0,-41.93
MDB,1,2,152.09,0,-6.76,2,48.03,0,-4.75,0.0,-35.9,0.0,-40.86
MDB,2,0,-18.78,1,26.77,1,10.71,1,36.33,0.0,-11.1,0.0,-20.87
MDCA,1,0,-58.57,0,-9.78,2,72.76,0,-274.33,0.0,-0.0,0.0,-45.04
MDCA,2,1,271.06,0,-477.78,1,144.01,0,-64.92,0.0,-25.0,0.0,-131.39
MDLZ,1,0,-85.49,2,850.0,0,-25.55,2,1122.22,0.0,-98.78,0.0,-139.65
MDLZ,2,1,503.67,0,-104.42,1,207.5,0,-268.75,1.0,491.01,1.0,0.44
MDWD,1,0,-112.51,0,-104.38,0,-98.88,0,-103.78,0.0,-100.0,0.0,-152.53
MDWD,2,1,12138.68,1,3196.91,1,796.65,1,2201.99,0.0,-63.64,1.0,674.17
MEDP,1,0,-13.66,0,-69.87,2,2.75,0,-66.02,0.0,-66.08,2.0,23.33
MEDP,2,1,223.67,0,-87.81,1,210.44,0,-73.04,1.0,545.28,0.0,-64.83
MEIP,1,2,285.49,2,2764.44,2,263.7,2,140.5,0.0,-1.91,0.0,-41.09
MEIP,2,0,-101.35,1,224.96,0,-104.36,1,318.25,0.0,-92.76,0.0,-98.47
MELI,1,0,-85.17,0,-40.53,0,-29.79,2,22.76,0.0,-121.23,0.0,-3.31
MELI,2,0,-66.06,1,4471.43,0,-22.13,1,224.43,1.0,658.89,0.0,-305.16
MERC,1,2,36.55,0,-73.94,2,927.12,0,-208.3,0.0,-252.65,0.0,-31.88
MERC,2,1,130.56,0,-182.33,0,-11.94,0,-53.65,1.0,215.39,0.0,-232.12
MESA,1,0,-26.53,0,-293.7,0,-18.03,0,-502.12,0.0,-90.06,0.0,-1507.59
MESA,2,1,392.23,1,740.79,1,180.51,1,3.72,1.0,120.0,1.0,153.06
MESO,1,0,-276.54,2,554.37,0,-16.76,2,2685.43,0.0,-73.43,0.0,-86.61
MESO,2,0,-94.65,0,-139.75,1,191.42,0,-100.58,0.0,-210.32,0.0,-130.83
METC,1,0,-8.26,0,-299.63,2,249.29,0,-2395.69,0.0,-96.79,0.0,-7332.92
METC,2,0,-8.55,0,-99.67,1,163.95,0,-99.57,0.0,-1516.65,0.0,-100.64
MFIN,1,2,873.63,0,-115.35,0,-159.94,0,-75.8,0.0,-608.74,0.0,-99.1
MFIN,2,0,-374.29,0,-64.21,1,24.91,0,-94.48,0.0,-98.7,0.0,-10408.23
MFNC,1,2,156.47,0,-54.8,2,156.47,0,-54.8,0.0,-116.97,2.0,362.48
MFNC,2,0,-158.43,0,-26.92,0,-158.43,0,-26.92,1.0,367.77,0.0,-61.35
MGEE,1,0,-182.63,0,-87.64,0,-160.98,0,-411.36,0.0,-175.71,2.0,9.12
MGEE,2,1,315.19,1,282.77,1,170.88,1,366.67,1.0,325.16,1.0,123.79
MGI,1,0,-86.67,0,-27.15,0,-99.81,0,-52.98,0.0,-100.0,0.0,-31.98
MGI,2,1,344.38,0,-12.73,1,506.02,0,-16.49,1.0,481.83,0.0,-509.63
MGLN,1,0,-83.47,0,-174.26,0,-80.06,2,103.29,2.0,2633.62,2.0,317.78
MGLN,2,0,-205.68,0,-76.62,1,420.1,0,-47.58,0.0,-124.45,1.0,270.75
MGNI,1,0,-43.21,0,-14.67,0,-21.66,2,63.81,2.0,363.09,0.0,-76.09
MGNI,2,1,1477.84,1,254.02,1,163.79,1,228.28,0.0,-27.78,0.0,-0.36
MGNX,1,2,583.55,0,-10100.0,2,2007.68,2,837.87,2.0,456.03,0.0,-11.15
MGNX,2,0,-439.7,0,-99.98,0,-120.58,1,110.92,0.0,-802.73,0.0,-96.36
MGPI,1,2,236.2,2,454.91,0,-117.7,2,354.65,0.0,-40.41,0.0,-4.34
MGPI,2,1,209.9,0,-184.67,1,270.82,0,-143.08,1.0,279.15,1.0,141.64
MGRC,1,0,-54.33,0,-106.46,0,-134.97,0,-97.16,0.0,-54.8,0.0,-72.54
MGRC,2,1,207.03,1,15.78,1,114.8,1,83.59,1.0,84.09,1.0,143.56
MGYR,1,2,558.56,0,-136.62,2,558.56,0,-136.62,2.0,15.71,0.0,-155.76
MGYR,2,0,-74.78,0,-52.26,0,-74.78,0,-52.26,0.0,-30.55,0.0,-0.26
MHLD,1,0,-722.83,0,-82.94,0,-60.32,0,-6115.57,0.0,-29.87,0.0,-60.81
MHLD,2,0,-100.41,0,-263.15,0,-1251.11,0,-71.23,0.0,-128.55,0.0,-85.15
MIDD,1,0,-67.19,0,-302.93,0,-56.62,0,-273.53,0.0,-107.99,0.0,-467.42
MIDD,2,1,217.19,0,-1.2,1,213.55,0,-47.62,1.0,357.57,1.0,32.02
MIK,1,0,-34.26,0,-51.41,0,-48.39,0,-125.6,2.0,1887.94,0.0,-62.38
MIK,2,1,213.71,0,-194.66,1,181.28,0,-153.0,0.0,-35.08,0.0,-174.32
MIME,1,0,-23.61,0,-8.48,0,-13.32,0,-15.12,0.0,-96.67,0.0,-46.69
MIME,2,1,236.45,0,-27.37,1,677.38,0,-25.78,1.0,700.0,0.0,-62.13
MITK,1,0,-182.23,0,-31.32,0,-174.03,0,-40.25,0.0,-119.44,2.0,1164.51
MITK,2,1,145.76,0,-2.78,1,114.61,0,-17.34,1.0,500.0,0.0,-48.53
MKGI,1,0,-197.6,0,-897.33,0,-124.95,0,-172.67,0.0,-39.99,0.0,-298.38
MKGI,2,1,283.6,0,-98.25,1,474.23,1,126.64,0.0,-83.34,1.0,700.09
MKSI,1,2,137.21,2,274.67,2,42.82,2,367.93,2.0,4.39,2.0,330.58
MKSI,2,1,127.5,0,-246.26,1,419.25,0,-201.68,1.0,287.66,0.0,-504.09
MKTX,1,2,154.67,2,143.34,2,139.82,2,99.83,2.0,138.24,2.0,149.83
MKTX,2,0,-198.56,1,44.63,0,-220.19,1,62.46,0.0,-255.96,1.0,3.89
MLAB,1,0,-133.07,2,78.23,2,13.26,2,95.16,0.0,-308.25,0.0,-124.84
MLAB,2,1,179.82,1,786.92,1,151.4,1,169.78,0.0,-7.37,1.0,363.81
MLCO,1,2,919.44,0,-793.9,2,602.47,0,-761.74,0.0,-1058.04,0.0,-3074.95
MLCO,2,0,-54.56,1,83.61,1,126.9,1,683.43,0.0,-85.67,1.0,365.19
MLHR,1,0,-104.57,0,-131.6,0,-100.25,0,-140.2,0.0,-120.94,0.0,-485.82
MLHR,2,1,257.51,1,539.22,1,211.25,1,72.79,1.0,125.61,1.0,702.35
MLVF,1,0,-419.3,0,-668.65,0,-419.3,0,-668.65,0.0,-470.17,0.0,-872.36
MLVF,2,0,-120.37,0,-78.63,0,-120.37,0,-78.63,0.0,-116.0,0.0,-68.86
MMAC,1,0,-111.11,0,-97.87,0,-111.11,0,-94.05,2.0,1500.45,0.0,-65.83
MMAC,2,1,506.16,1,1466.49,1,506.16,1,729.97,0.0,-87.36,1.0,507.27
MMLP,1,0,-349.84,0,-3559.26,2,113.48,0,-21.82,0.0,-175.01,0.0,-428.36
MMLP,2,0,-77.94,1,105.26,1,128.88,0,-453.33,0.0,-322.73,1.0,571.28
MMSI,1,0,-57.55,0,-175.74,0,-50.94,0,-124.49,2.0,850.38,0.0,-221.17
MMSI,2,1,212.1,0,-54.67,1,213.46,0,-40.32,0.0,-81.72,0.0,-308.46
MMYT,1,2,856.6,2,129.05,0,-26.46,2,118.73,0.0,-126.67,0.0,-529.45
MMYT,2,0,-51.28,0,-151.73,1,345.85,0,-155.11,0.0,-58.36,0.0,-506.73
MNRO,1,0,-141.09,0,-63.88,0,-108.21,0,-26.95,0.0,-114.7,0.0,-218.81
MNRO,2,1,236.22,0,-30.15,1,223.24,0,-38.33,1.0,84.13,1.0,520.11
MNSB,1,0,-77.14,0,-53.84,0,-77.14,0,-53.84,2.0,845.49,0.0,-68.08
MNSB,2,1,374.2,0,-15.26,1,374.2,0,-15.26,0.0,-5009.44,1.0,1119.86
MNST,1,0,-153.21,0,-16.15,0,-128.84,0,-8.41,0.0,-24.44,0.0,-35.92
MNST,2,1,234.0,1,31.71,1,366.22,0,-20.46,1.0,26.5,1.0,23.85
MNTX,1,2,144.31,0,-141.71,0,-92.66,0,-152.61,0.0,-32.14,0.0,-14.19
MNTX,2,0,-761.21,0,-15.34,0,-127.26,0,-40.95,0.0,-92.57,0.0,-40.36
MODV,1,0,-0.8,2,1068.86,2,78.73,0,-203.77,0.0,-130.64,2.0,1268.06
MODV,2,0,-100.84,0,-300.94,1,158.7,1,78.26,1.0,279.34,0.0,-46.6
MOFG,1,2,10963.64,0,-107.03,2,10963.64,0,-107.03,0.0,-137.9,0.0,-69.75
MOFG,2,0,-99.65,1,249.91,0,-99.65,1,249.91,1.0,720.69,1.0,564.4
MOGO,1,0,-85.83,0,-144.05,0,-62.88,0,-124.04,2.0,305.42,,
MOGO,2,1,906.96,1,1482.76,0,-97.82,1,259.15,0.0,-274.79,,
MOMO,1,0,-170.36,0,-2.77,0,-134.47,0,-47.14,0.0,-100.0,0.0,-95.79
MOMO,2,1,125.2,0,-67.32,1,132.7,0,-63.57,0.0,-77.13,0.0,-78.33
MOR,1,0,-67.89,0,-270.58,2,120.86,0,-142.42,0.0,-77.19,,
MOR,2,0,-103.71,0,-65.68,0,-104.27,0,-57.83,0.0,-126.16,,
MORN,1,0,-48.96,2,37.81,0,-27.4,2,14.42,0.0,-101.0,2.0,374.51
MORN,2,1,110.5,0,-10.23,1,645.0,1,31.42,0.0,-44.87,0.0,-151.05
MOSY,1,0,-105.91,0,-127.15,0,-99.73,0,-144.72,0.0,-21.12,0.0,-87.62
MOSY,2,1,288.76,1,262.03,1,224.67,1,87.56,0.0,-50.87,0.0,-30.06
MPAA,1,0,-122.64,2,294.17,0,-133.39,2,25.99,0.0,-107.42,0.0,-94.99
MPAA,2,1,392.84,0,-50.81,1,269.49,1,713.85,1.0,1049.11,0.0,-183.42
MPB,1,2,271.57,0,-18.08,2,271.57,0,-18.08,0.0,-104.63,2.0,462.21
MPB,2,0,-63.37,0,-30.88,0,-63.37,0,-30.88,1.0,694.35,0.0,-16.96
MPWR,1,0,-125.11,2,371.21,0,-125.86,2,340.92,0.0,-128.13,2.0,5436.47
MPWR,2,1,223.38,0,-70.6,1,219.16,0,-66.96,1.0,599.82,0.0,-98.52
MRAM,1,2,325.0,0,-95.22,0,-90.23,2,150.06,0.0,-566.67,0.0,-40.98
MRAM,2,0,-1743.81,0,-254.33,0,-184.88,0,-164.28,0.0,-32.49,0.0,-30.76
MRBK,1,0,-57.74,2,972.26,0,-57.74,2,972.26,0.0,-57.0,,
MRBK,2,0,-23.68,1,11585.71,0,-23.68,1,11585.71,1.0,790.98,,
MRCC,1,0,-193.54,2,17.98,0,-193.54,2,17.98,0.0,-97.9,2.0,504.73
MRCC,2,1,326.58,1,5.25,1,326.58,1,5.25,1.0,114.36,0.0,-9.67
MRCY,1,2,127.47,0,-3.4,2,145.47,0,-33.85,0.0,-49.31,2.0,437.4
MRCY,2,0,-314.29,1,55.0,0,-220.22,1,58.26,0.0,-392.62,0.0,-75.91
MRIN,1,2,61.98,0,-207.96,2,201.98,0,-137.39,0.0,-255.62,0.0,-97.18
MRIN,2,1,162.1,0,-33.45,0,-58.85,0,-24.98,0.0,-16.03,0.0,-163.7
MRLN,1,0,-37.71,0,-450.15,0,-37.71,0,-450.15,2.0,392.0,2.0,2100.0
MRLN,2,1,436.71,1,14.4,1,436.71,1,14.4,0.0,-79.41,0.0,-101.1
MRNA,1,0,-95.7,0,-13.3,2,89.46,2,2327.25,0.0,-77.48,0.0,-61.49
MRNA,2,0,-493.97,0,-34.34,0,-80.03,0,-61.2,0.0,-690.2,0.0,-272.91
MRUS,1,0,-39.46,0,-45.43,2,1167.1,0,-125.13,0.0,-10.05,0.0,-12.86
MRUS,2,0,-395.29,0,-47.04,0,-66.26,0,-90.28,0.0,-13.95,0.0,-695.37
MRVL,1,0,-53.84,0,-206.32,0,-35.26,0,-130.66,0.0,-112.48,2.0,780.01
MRVL,2,1,295.9,1,8.12,1,244.78,1,303.19,0.0,-61.33,0.0,-105.28
MSEX,1,0,-200.2,2,3588.24,0,-200.76,2,306.35,0.0,-212.33,2.0,231.76
MSEX,2,1,15.62,0,-90.91,1,19.2,0,-145.16,1.0,23.64,0.0,-93.93
MSFT,1,2,486.52,2,11.34,2,790.04,0,-2.71,0.0,-51.53,0.0,-89.95
MSFT,2,0,-74.01,0,-2.51,0,-126.86,0,-1.75,1.0,376.2,1.0,499.19
MSON,1,0,-91.4,2,3996.6,0,-89.98,2,929.44,0.0,-30.86,0.0,-617.14
MSON,2,1,234.87,0,-96.42,1,225.34,0,-82.87,0.0,-43.69,0.0,-97.83
MSTR,1,0,-79.12,2,129.05,0,-79.82,0,-49.34,2.0,122.74,0.0,-278.77
MSTR,2,1,6775.76,0,-33.33,1,2128.0,0,-84.55,0.0,-230.72,1.0,179.74
MSVB,1,2,218.09,0,-342.49,2,218.09,0,-342.49,0.0,-40.01,,
MSVB,2,0,-290.87,1,35.82,0,-290.87,1,35.82,0.0,-116.67,,
MTBC,1,0,-86.31,2,257.31,0,-97.95,2,129.65,0.0,-48.75,0.0,-11635.5
MTBC,2,1,552.92,0,-43.83,1,688.91,0,-53.33,0.0,-46.62,0.0,-88.34
MTCH,1,0,-84.02,0,-4.12,0,-88.01,0,-10.76,0.0,-328.57,0.0,-215.36
MTCH,2,1,967.12,1,131.35,1,666.67,1,138.95,0.0,-61.23,0.0,-129.57
MTEM,1,0,-18.17,0,-62.3,0,-156.54,0,-76.78,0.0,-25.89,0.0,-59.41
MTEM,2,0,-27.8,0,-24241.1,1,301.45,1,261.47,0.0,-144.11,0.0,-46.43
MTEX,1,0,-53.15,0,-572.46,0,-70.18,0,-412.36,2.0,204.35,2.0,242.8
MTEX,2,0,-53.85,0,-26.98,1,140.31,0,-11.0,0.0,-292.73,0.0,-34.09
MTLS,1,2,185.79,0,-75.17,2,139.82,0,-78.11,0.0,-125.02,0.0,-117.14
MTLS,2,0,-36.57,1,63.75,0,-99.55,1,20.46,0.0,-88.89,1.0,683.36
MTSC,1,0,-151.09,0,-97.39,0,-178.75,0,-148.67,2.0,101.56,0.0,-2328.59
MTSC,2,1,676.32,1,609.26,1,233.15,1,1267.46,0.0,-1434.04,0.0,-121.37
MTSI,1,0,-66.01,2,239.63,0,-88.31,2,148.99,0.0,-164.91,0.0,-30.7
MTSI,2,0,-18.5,0,-44.88,0,-15.27,0,-32.55,1.0,739.11,0.0,-1512.67
MU,1,0,-192.77,0,-3.48,0,-141.11,0,-63.36,0.0,-181.59,0.0,-9.32
MU,2,0,-42.54,0,-135.85,0,-14.97,0,-146.38,0.0,-76.82,0.0,-132.38
MVBF,1,2,155.21,0,-53.51,2,155.21,0,-53.51,0.0,-103.66,2.0,154.99
MVBF,2,0,-147.47,1,450.5,0,-147.47,1,450.5,1.0,2289.71,1.0,197.86
MVIS,1,0,-98.83,0,-103.02,2,114.76,0,-159.85,0.0,-100.0,0.0,-97.55
MVIS,2,1,886.73,1,3100.55,0,-11.84,1,338.3,0.0,-50.01,0.0,-21.99
MXIM,1,0,-100.93,0,-41.45,0,-89.39,0,-20.51,2.0,141.29,0.0,-123.26
MXIM,2,1,1458.56,0,-163.54,1,561.56,0,-183.19,0.0,-159.72,1.0,572.34
MYFW,1,0,-202.97,2,50.41,0,-202.97,2,50.41,0.0,-98.34,0.0,-95.56
MYFW,2,0,-57.87,1,1284.91,0,-57.87,1,1284.91,1.0,1266.94,1.0,2593.13
MYGN,1,0,-91.33,0,-305.96,0,-88.4,0,-272.92,0.0,-165.92,0.0,-4636.8
MYGN,2,1,256.27,1,816.77,1,229.23,1,600.97,0.0,-42.08,0.0,-115.12
MYRG,1,0,-100.16,2,2.2,0,-99.95,0,-75.87,0.0,-22.73,0.0,-54.74
MYRG,2,1,4767.92,0,-16.2,1,1860.95,1,287.16,1.0,252.22,1.0,1032.43
NAII,1,2,857.13,0,-91.28,2,59.51,0,-417.65,2.0,151.44,0.0,-588.55
NAII,2,0,-106.42,0,-2470.45,0,-65.04,0,-48.6,0.0,-82.86,1.0,178.81
NAOV,1,2,729.78,2,1168.79,0,-132.54,2,101.72,0.0,-7.15,0.0,-34.46
NAOV,2,0,-108.61,0,-15.94,1,338.16,1,656.29,0.0,-303.98,0.0,-48.93
NATH,1,0,-264.77,0,-86.97,0,-174.28,2,164.16,0.0,-662.67,0.0,-105.18
NATH,2,0,-187.3,1,52.63,1,226.78,0,-127.39,0.0,-128.13,1.0,1206.29
NATI,1,2,10731.58,0,-1021.84,2,757.52,0,-1018.18,2.0,233.33,0.0,-306.19
NATI,2,1,104.19,0,-113.28,1,186.92,0,-108.13,0.0,-62.9,0.0,-97.28
NATR,1,2,239.94,0,-104.29,2,264.82,0,-110.66,0.0,-81.53,2.0,1108.49
NATR,2,0,-294.63,1,2229.03,0,-295.44,1,2461.54,0.0,-66.06,0.0,-87.05
NAVI,1,0,-88.65,0,-199.08,0,-88.65,0,-199.08,0.0,-111.13,0.0,-123.94
NAVI,2,0,-93.29,1,191.62,0,-85.81,1,191.62,0.0,-69.56,1.0,65.96
NBEV,1,0,-81.57,2,16845.22,2,107.83,2,772900.0,0.0,-40.01,0.0,-196.69
NBEV,2,0,-120.33,0,-107.6,0,-122.02,0,-100.05,0.0,-65.8,0.0,-216.69
NBIX,1,0,-69.57,0,-68.96,0,-71.76,0,-56.19,2.0,483.72,2.0,1151.03
NBIX,2,0,-161.63,0,-69.15,0,-152.72,0,-58.32,0.0,-263.93,0.0,-31.97
NBLX,1,0,-227.87,0,-104.25,0,-62.58,0,-66.72,2.0,150.96,0.0,-169.75
NBLX,2,0,-93.03,0,-48.62,1,181.41,0,-72.06,0.0,-106.42,0.0,-477.71
NBN,1,2,111.6,0,-29.96,2,111.6,0,-29.96,0.0,-149.97,0.0,-61.02
NBN,2,0,-121.73,1,159.7,0,-121.73,1,159.7,1.0,587.02,1.0,552.57
NBRV,1,0,-22.39,0,-593.32,2,531.27,0,-102.22,0.0,-18.84,0.0,-445.89
NBRV,2,0,-244.85,0,-24.89,0,-127.95,1,554.52,0.0,-219.07,0.0,-238.46
NBTB,1,0,-65.06,0,-163.2,0,-65.06,0,-163.2,0.0,-105.83,0.0,-292.03
NBTB,2,0,-0.73,0,-4.04,0,-0.73,0,-4.04,0.0,-70.13,0.0,-80.95
NCBS,1,0,-43.86,0,-51.31,0,-43.86,0,-51.31,2.0,12.28,2.0,43.25
NCBS,2,0,-76.83,1,59.13,0,-76.83,1,59.13,1.0,297.23,0.0,-41.45
NCMI,1,0,-100.0,0,-83.33,2,153.29,0,-78.55,0.0,-95.73,2.0,206.11
NCMI,2,0,-47.05,1,134.15,0,-67.39,1,174.79,0.0,-115.18,0.0,-106.3
NCSM,1,0,-43.14,0,-206.55,0,-21.82,0,-406.77,0.0,-55.47,0.0,-99.03
NCSM,2,1,278.4,0,-216.19,1,203.36,0,-175.32,0.0,-96.88,0.0,-7958.91
NDAQ,1,2,345.85,2,3933.33,2,197.37,2,9251.43,0.0,-269.34,0.0,-70.22
NDAQ,2,1,889.66,0,-92.45,0,-65.77,0,-104.2,0.0,-52.41,1.0,290.63
NDSN,1,0,-140.73,0,-44.41,0,-251.32,0,-24.25,2.0,511.43,0.0,-175.45
NDSN,2,1,288.16,0,-142.02,1,130.49,0,-129.52,0.0,-1289.3,0.0,-136.68
NEO,1,0,-92.33,0,-109.73,0,-99.01,0,-81.75,2.0,35.0,0.0,-449.9
NEO,2,1,334.97,1,120.27,1,346.13,1,214.22,1.0,1266.34,0.0,-90.47
NEOG,1,2,309.78,0,-25.08,2,2156.52,0,-76.53,0.0,-100.0,0.0,-64.92
NEOG,2,0,-119.55,0,-70.5,0,-97.51,0,-63.05,0.0,-109.29,0.0,-112.19
NEON,1,2,310.93,0,-509.83,2,334.74,0,-33.25,0.0,-82.54,0.0,-63.0
NEON,2,0,-791.98,0,-67.67,0,-108.88,0,-6259.26,0.0,-7.39,0.0,-60.94
NEOS,1,2,121.09,0,-6.04,0,-51.49,0,-65.18,0.0,-70.91,0.0,-97.62
NEOS,2,0,-34.62,0,-91.27,0,-32.52,0,-50.57,0.0,-75.69,0.0,-17.75
NEPT,1,0,-52.08,0,-708.53,0,-157.03,2,281.28,0.0,-199.98,0.0,-42.54
NEPT,2,0,-160.4,1,143.89,1,760.49,0,-67.83,0.0,-7.25,0.0,-173.41
NETE,1,0,-97.53,0,-93.03,2,263.91,0,-112.59,0.0,-625.98,0.0,-66.49
NETE,2,0,-181.24,1,424.14,0,-178.22,0,-10.43,0.0,-43.32,0.0,-45.67
NEWT,1,0,-134.8,0,-27.5,0,-134.8,0,-27.5,0.0,-122.66,2.0,176.24
NEWT,2,1,6711.5,1,6.12,1,6711.5,1,6.12,1.0,391.56,0.0,-176.78
NFBK,1,2,0.67,0,-81.57,2,0.67,0,-81.57,0.0,-120.07,0.0,-100.0
NFBK,2,0,-81.66,1,1236.49,0,-81.66,1,1236.49,1.0,348.19,1.0,960.11
NGHC,1,0,-188.81,2,179.15,2,14183.33,2,181.67,0.0,-150.2,0.0,-46.42
NGHC,2,1,404.51,0,-56.19,1,104.88,0,-83.04,1.0,985.09,1.0,360.2
NGM,1,0,-90.99,0,-177.04,2,199.74,0,-111.52,0.0,-63.15,,
NGM,2,0,-106.13,0,-95.64,0,-12.49,1,514.08,0.0,-74.93,,
NH,1,0,-80.26,2,135.94,0,-109.84,0,-59.11,0.0,-3.53,0.0,-84.43
NH,2,1,256.85,0,-1012.82,1,305.2,0,-517.7,0.0,-75.04,0.0,-273.12
NHLD,1,2,423.94,0,-204.34,2,646.55,2,781.11,0.0,-68.26,0.0,-577.5
NHLD,2,0,-103.48,1,217.27,0,-91.19,0,-91.93,0.0,-192.49,0.0,-51.31
NICE,1,2,45.61,0,-57.77,2,42.79,0,-47.43,2.0,378.01,0.0,-75.72
NICE,2,1,200.21,1,2.26,1,200.71,1,6.29,0.0,-83.76,1.0,57.21
NICK,1,2,873.48,2,242.37,2,873.48,2,242.37,2.0,1956.44,2.0,186.55
NICK,2,1,322.97,0,-85.45,1,322.97,0,-85.45,0.0,-73.51,0.0,-90.02
NIU,1,0,-84.47,0,-44.91,0,-78.13,0,-56.02,0.0,-83.33,,
NIU,2,1,378.92,0,-50.17,1,412.77,0,-21.19,1.0,311.76,,
NK,1,2,7134.86,0,-291.67,2,7134.86,0,-291.67,0.0,-100.0,0.0,-2452.1
NK,2,0,-171.43,1,95.59,0,-171.43,1,95.59,0.0,-80.28,0.0,-90.91
NKSH,1,0,-31.0,0,-612.37,0,-31.0,0,-612.37,2.0,259.13,0.0,-0.49
NKSH,2,1,204.82,0,-68.51,1,204.82,0,-68.51,0.0,-39.95,1.0,356.09
NKTR,1,0,-49.64,2,146.85,0,-43.2,2,136.96,0.0,-81.55,0.0,-99.29
NKTR,2,0,-447.66,0,-128.6,0,-1029.62,0,-131.41,0.0,-15.95,0.0,-123.49
NMFC,1,2,688.24,0,-105.19,2,688.24,0,-105.19,0.0,-82.43,0.0,-249.16
NMFC,2,0,-93.8,1,14.34,0,-93.8,1,14.34,0.0,-90.11,1.0,200.03
NMIH,1,0,-22.58,0,-97.89,2,1413.33,0,-61.85,2.0,15.56,0.0,-125.33
NMIH,2,1,190.85,0,-52.18,0,-153.57,0,-25.31,1.0,148.69,0.0,-84.78
NNDM,1,2,133.48,0,-67.85,2,188.32,0,-92.5,0.0,-326.55,0.0,-56.31
NNDM,2,0,-8.89,0,-82.24,0,-8.56,0,-69.73,0.0,-75.89,0.0,-10.39
NOVN,1,0,-61.53,0,-85.27,0,-6176.67,2,102.68,2.0,475.0,0.0,-45.78
NOVN,2,0,-133.05,0,-98.57,0,-103.37,0,-114.46,0.0,-2.87,0.0,-73.96
NOVT,1,2,720.29,0,-1111.43,2,358.06,0,-396.86,0.0,-930.61,0.0,-173.75
NOVT,2,1,107.74,0,-95.65,0,-82.06,0,-89.3,0.0,-109.55,0.0,-66.55
NRC,1,0,-65.07,0,-76.17,0,-47.84,0,-40.26,2.0,167.08,2.0,1.02
NRC,2,1,207.54,1,147.92,1,193.22,1,282.87,0.0,-198.55,1.0,82.37
NRIM,1,0,-133.16,2,261.95,0,-133.16,2,261.95,0.0,-97.52,0.0,-87.93
NRIM,2,0,-80.97,1,81.18,0,-80.97,1,81.18,1.0,1206.63,1.0,696.45
NSEC,1,0,-131.48,0,-361.84,0,-178.53,0,-128.32,0.0,-81.34,2.0,154.8
NSEC,2,1,157.18,1,116.59,0,-51.85,1,429.41,0.0,-202.89,1.0,218.11
NSIT,1,2,319.85,0,-2.13,2,1217.07,0,-14.35,2.0,318.12,2.0,476.14
NSIT,2,0,-1689.66,1,77.63,0,-79.95,1,63.7,0.0,-142.8,0.0,-103.22
NSSC,1,0,-80.33,0,-104.38,2,2283.56,0,-112.55,0.0,-86.62,0.0,-149.69
NSSC,2,1,201.93,1,232.33,1,105.93,1,143.8,1.0,253.33,1.0,66.29
NSTG,1,0,-81.56,0,-228.97,0,-66.07,0,-137.22,0.0,-27.79,0.0,-12.64
NSTG,2,1,312.48,1,203.94,1,371.81,1,348.24,0.0,-87.41,0.0,-139.07
